CROP_TYPE,SOIL_TYPE,REGION,TEMPERATURE,WEATHER_CONDITION,WATER_REQUIREMENT
ONION,DRY,HUMID,30-40,WINDY,4.75
ONION,DRY,HUMID,30-40,RAINY,6.25
ONION,DRY,HUMID,30-40,NORMAL,5.75
ONION,DRY,HUMID,30-40,SUNNY,0.2
ONION,DRY,HUMID,40-50,WINDY,5.75
ONION,DRY,HUMID,40-50,RAINY,7.25
ONION,DRY,HUMID,40-50,NORMAL,6.75
ONION,DRY,HUMID,40-50,NORMAL,0.3
ONION,HUMID,DESERT,Oct-20,SUNNY,3.25
ONION,HUMID,DESERT,Oct-20,WINDY,4.75
ONION,HUMID,DESERT,Oct-20,RAINY,4.25
ONION,HUMID,DESERT,Oct-20,NORMAL,0.1
ONION,HUMID,DESERT,20-30,SUNNY,4.25
ONION,HUMID,DESERT,20-30,WINDY,5.75
ONION,HUMID,DESERT,20-30,RAINY,5.25
ONION,HUMID,DESERT,20-30,NORMAL,0.2
ONION,HUMID,DESERT,30-40,SUNNY,5.25
ONION,HUMID,DESERT,30-40,WINDY,6.75
ONION,HUMID,DESERT,30-40,RAINY,6.25
ONION,HUMID,DESERT,30-40,NORMAL,0.3
ONION,HUMID,DESERT,40-50,SUNNY,6.25
ONION,HUMID,DESERT,40-50,WINDY,7.75
ONION,HUMID,DESERT,40-50,RAINY,7.25
ONION,HUMID,DESERT,40-50,NORMAL,0.5
ONION,HUMID,SEMI ARID,Oct-20,SUNNY,2.875
ONION,HUMID,SEMI ARID,Oct-20,WINDY,4.375
ONION,HUMID,SEMI ARID,Oct-20,RAINY,3.875
ONION,HUMID,SEMI ARID,Oct-20,NORMAL,0.1
ONION,HUMID,SEMI ARID,20-30,SUNNY,3.875
ONION,HUMID,SEMI ARID,20-30,WINDY,5.375
ONION,HUMID,SEMI ARID,20-30,RAINY,4.875
ONION,HUMID,SEMI ARID,20-30,NORMAL,0.1
ONION,HUMID,SEMI ARID,30-40,SUNNY,4.875
ONION,HUMID,SEMI ARID,30-40,NORMAL,6.375
ONION,HUMID,SEMI ARID,30-40,SUNNY,5.875
ONION,HUMID,SEMI ARID,30-40,WINDY,0.2
ONION,HUMID,SEMI ARID,40-50,RAINY,5.875
ONION,HUMID,SEMI ARID,40-50,NORMAL,7.375
ONION,HUMID,SEMI ARID,40-50,SUNNY,6.875
ONION,HUMID,SEMI ARID,40-50,WINDY,0.3
ONION,HUMID,SEMI HUMID,Oct-20,RAINY,2.375
ONION,HUMID,SEMI HUMID,Oct-20,NORMAL,3.875
ONION,HUMID,SEMI HUMID,Oct-20,SUNNY,3.375
ONION,HUMID,SEMI HUMID,Oct-20,WINDY,0.1
ONION,HUMID,SEMI HUMID,20-30,RAINY,3.375
ONION,HUMID,SEMI HUMID,20-30,NORMAL,4.875
ONION,HUMID,SEMI HUMID,20-30,NORMAL,4.375
ONION,HUMID,SEMI HUMID,20-30,SUNNY,0.1
ONION,HUMID,SEMI HUMID,30-40,WINDY,4.375
ONION,HUMID,SEMI HUMID,30-40,RAINY,5.875
ONION,HUMID,SEMI HUMID,30-40,NORMAL,5.375
ONION,HUMID,SEMI HUMID,30-40,SUNNY,0.2
ONION,HUMID,SEMI HUMID,40-50,WINDY,5.575
ONION,HUMID,SEMI HUMID,40-50,RAINY,6.875
ONION,HUMID,SEMI HUMID,40-50,NORMAL,6.575
ONION,HUMID,SEMI HUMID,40-50,SUNNY,0.3
ONION,HUMID,HUMID,Oct-20,WINDY,1.75
ONION,HUMID,HUMID,Oct-20,RAINY,3.25
ONION,HUMID,HUMID,Oct-20,NORMAL,2.75
ONION,HUMID,HUMID,Oct-20,SUNNY,0.1
ONION,HUMID,HUMID,20-30,WINDY,2.75
ONION,HUMID,HUMID,20-30,RAINY,4.25
ONION,HUMID,HUMID,20-30,NORMAL,3.75
ONION,HUMID,HUMID,20-30,SUNNY,0.1
ONION,HUMID,HUMID,30-40,WINDY,3.75
ONION,HUMID,HUMID,30-40,RAINY,5.25
ONION,HUMID,HUMID,30-40,NORMAL,4.75
ONION,HUMID,HUMID,30-40,SUNNY,0.1
ONION,HUMID,HUMID,40-50,WINDY,4.75
ONION,HUMID,HUMID,40-50,RAINY,6.25
ONION,HUMID,HUMID,40-50,NORMAL,5.75
ONION,HUMID,HUMID,40-50,SUNNY,0.2
ONION,WET,DESERT,Oct-20,NORMAL,2.5
ONION,WET,DESERT,Oct-20,SUNNY,4
ONION,WET,DESERT,Oct-20,WINDY,3.5
ONION,WET,DESERT,Oct-20,RAINY,0.1
ONION,WET,DESERT,20-30,NORMAL,3.5
ONION,WET,DESERT,20-30,SUNNY,5
ONION,WET,DESERT,20-30,WINDY,4.5
ONION,WET,DESERT,20-30,RAINY,0.1
ONION,WET,DESERT,30-40,NORMAL,4.5
ONION,WET,DESERT,30-40,SUNNY,6
ONION,WET,DESERT,30-40,WINDY,5.5
ONION,WET,DESERT,30-40,RAINY,0.2
ONION,WET,DESERT,40-50,NORMAL,5.5
ONION,WET,DESERT,40-50,NORMAL,7
ONION,WET,DESERT,40-50,SUNNY,6.5
ONION,WET,DESERT,40-50,WINDY,0.3
ONION,WET,SEMI ARID,Oct-20,RAINY,2.125
ONION,WET,SEMI ARID,Oct-20,NORMAL,3.625
ONION,WET,SEMI ARID,Oct-20,SUNNY,3.125
ONION,WET,SEMI ARID,Oct-20,WINDY,0.1
ONION,WET,SEMI ARID,20-30,RAINY,3.125
ONION,WET,SEMI ARID,20-30,NORMAL,4.625
ONION,WET,SEMI ARID,20-30,SUNNY,4.125
ONION,WET,SEMI ARID,20-30,WINDY,0.1
ONION,WET,SEMI ARID,30-40,RAINY,4.125
ONION,WET,SEMI ARID,30-40,NORMAL,5.625
ONION,WET,SEMI ARID,30-40,SUNNY,5.125
ONION,WET,SEMI ARID,30-40,WINDY,0.2
ONION,WET,SEMI ARID,40-50,RAINY,5.125
ONION,WET,SEMI ARID,40-50,NORMAL,6.625
ONION,WET,SEMI ARID,40-50,SUNNY,6.125
ONION,WET,SEMI ARID,40-50,WINDY,0.3
ONION,WET,SEMI HUMID,Oct-20,RAINY,1.625
ONION,WET,SEMI HUMID,Oct-20,NORMAL,3.125
ONION,WET,SEMI HUMID,Oct-20,SUNNY,2.625
ONION,WET,SEMI HUMID,Oct-20,WINDY,0.1
ONION,WET,SEMI HUMID,20-30,RAINY,2.625
ONION,WET,SEMI HUMID,20-30,NORMAL,4.125
ONION,WET,SEMI HUMID,20-30,SUNNY,3.625
ONION,WET,SEMI HUMID,20-30,NORMAL,0.1
ONION,WET,SEMI HUMID,30-40,SUNNY,3.625
ONION,WET,SEMI HUMID,30-40,WINDY,5.125
ONION,WET,SEMI HUMID,30-40,RAINY,4.625
ONION,WET,SEMI HUMID,30-40,NORMAL,0.1
ONION,WET,SEMI HUMID,40-50,SUNNY,4.625
ONION,WET,SEMI HUMID,40-50,WINDY,6.125
ONION,WET,SEMI HUMID,40-50,RAINY,5.625
ONION,WET,SEMI HUMID,40-50,NORMAL,0.2
ONION,WET,HUMID,Oct-20,SUNNY,1.625
ONION,WET,HUMID,Oct-20,WINDY,3.125
ONION,WET,HUMID,Oct-20,RAINY,2.625
ONION,WET,HUMID,Oct-20,NORMAL,0.1
ONION,WET,HUMID,20-30,NORMAL,2.625
ONION,WET,HUMID,20-30,SUNNY,4.125
ONION,WET,HUMID,20-30,WINDY,3.625
ONION,WET,HUMID,20-30,RAINY,0.1
ONION,WET,HUMID,30-40,NORMAL,3.625
ONION,WET,HUMID,30-40,SUNNY,5.125
ONION,WET,HUMID,30-40,WINDY,4.625
ONION,WET,HUMID,30-40,RAINY,0.1
ONION,WET,HUMID,40-50,NORMAL,4.625
ONION,WET,HUMID,40-50,SUNNY,6.125
ONION,WET,HUMID,40-50,WINDY,5.625
ONION,WET,HUMID,40-50,RAINY,0.2
